idnew	idold	status	use	NLRs	majorclass	majorsubclass	pairs	putpairs	IDs	paralogs_ogold
1646	52	singleton	0	1	TNL	TX	0	0	1	none
1647	163	singleton	0	1	TNL	TNL	0	0	0	both
1648	64	singleton	0	1	NL	NL	0	0	0	none
1649	8	singleton	0	1	CNL	CNL	0	0	0	complex
1650	61	singleton	0	1	NL	N	0	0	0	none
1651	2	singleton	0	1	RNL	R	0	0	0	both
1652	11	singleton	0	1	TNL	T	0	0	0	both
1653	N/A	singleton	0	1	NL	N	0	0	0	N/A
1654	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1655	61	singleton	0	1	NL	N	0	0	0	none
1656	191	singleton	0	1	NL	N	0	0	0	complex
1657	43	singleton	0	1	NL	NLX	1	0	1	complex
1658	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
1659	64	singleton	0	1	TNL	TNL	0	0	0	none
1660	70	singleton	0	1	NL	NL	0	0	0	none
1661	35	singleton	0	1	NL	N	0	0	0	none
1662	73	singleton	0	1	TNL	TNL	0	0	0	none
1663	74	singleton	0	1	TNL	TN	0	0	0	simple
1664	176	singleton	0	1	TNL	TNL	0	0	0	both
1665	217	singleton	0	1	NL	N	0	0	0	none
1666	4	singleton	0	1	TNL	TNL	0	0	0	both
1667	13	singleton	0	1	TNL	TN	0	0	0	complex
1668	N/A	singleton	0	1	NL	N	0	0	0	N/A
1669	298	singleton	0	1	CNL	CNL	0	0	0	none
1670	34	singleton	0	1	TNL	T	0	0	0	none
1671	82	singleton	0	1	NL	NL	1	0	0	none
1672	90	singleton	0	1	TNL	TNL	0	0	0	none
1673	184	singleton	0	1	NL	NL	0	0	0	both
1674	96	singleton	0	1	TNL	TNL	1	0	0	none
1675	52	singleton	0	1	TNL	T	0	0	0	none
1676	157	singleton	0	1	TNL	T	0	0	0	none
1677	3	singleton	0	1	CNL	CNL	0	0	0	both
1678	7	singleton	0	1	CNL	CNL	0	0	0	complex
1679	N/A	singleton	0	1	NL	N	0	0	0	N/A
1680	6	singleton	0	1	CNL	CN	0	0	0	both
1681	3	singleton	0	1	CNL	CNL	0	0	0	both
1682	7	singleton	0	1	CNL	CNL	0	0	0	complex
1683	163	singleton	0	1	NL	NL	0	0	0	both
1684	N/A	singleton	0	1	TNL	TL	0	0	0	N/A
1685	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1686	92	singleton	0	1	TNL	TNL	0	0	0	complex
1687	146	singleton	0	1	NL	N	0	0	0	none
1688	65	singleton	0	1	NL	NL	0	0	0	none
1689	6	singleton	0	1	NL	N	0	0	0	both
1690	166	singleton	0	1	TNL	TNL	0	0	0	simple
1691	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1692	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
1693	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1694	5	singleton	0	1	TNL	TNL	0	0	0	both
1695	320	singleton	0	1	TNL	TL	0	0	0	none
1696	10	singleton	0	1	TNL	TNL	0	0	0	complex
1697	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1698	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1699	N/A	singleton	0	1	RNL	R	0	0	0	N/A
1700	5	singleton	0	1	TNL	TNL	0	0	0	both
1701	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1702	212	singleton	0	1	TNL	TN	0	0	0	both
1703	38	singleton	0	1	TNL	TN	0	0	0	none
1704	N/A	singleton	0	1	TNL	T	0	0	0	N/A
1705	134	singleton	0	1	CNL	CNL	0	0	0	both
1706	90	singleton	0	1	TNL	TNL	0	0	0	none
